3478134800,3630189910,0,1724,6
3478135808,813217174,65535,135,6
3478134800,813217171,65535,62200,6
3478134802,1198017631,0,1704,6
3478135808,813217174,65535,135,6
3478134801,1198017619,0,2200,6
3478134804,1198017616,0,2026,6
3478135808,813217174,65535,135,6
3478134816,1198017535,0,1705,6
3478135808,813217174,65535,135,6
3478134800,1198017616,65535,1349,6
3478134800,813217171,65535,62200,6
3478134800,813217171,65535,62200,6
3478134802,1198017619,0,1650,6
3478134800,813217171,65535,62200,6
3478134804,813217174,0,1433,6
3478134784,813217151,0,1704,6
3478134807,1198017664,0,1525,6
3478134802,813217171,65535,61709,6
3478134804,1198017616,0,1433,6
3478134911,1197998079,65535,0,6
3478134802,1198017624,0,8100,6
3478134815,1198018048,65535,5632,6
3478134800,1198017616,65535,6888,6
3478134804,813694975,65535,0,6
3478134800,813217171,65535,62200,6
3478134801,1198017600,0,1712,17
3478134804,2399461599,0,1711,6
3478134799,1198017664,0,2026,6
3478134808,813217168,0,5540,6
3478134800,2399461595,65535,1521,6
3478135808,813217174,65535,135,6
3478134801,1198017536,0,65535,6
3478135807,1198017620,0,1715,6
3478135808,813217174,65535,135,6
3478134804,813217172,0,2121,6
3478134815,2399461596,65535,6890,6
3478134848,1198018047,0,1704,6
3478134800,813217171,65535,62200,6
3478135808,813217174,65535,135,6
3478134801,1198018047,0,1521,6
3478134800,813217171,65535,62200,6
3478134802,1198017616,0,61909,6
3478134784,1198017619,65535,1711,6
3478134815,2399461596,65535,6890,6
3478134800,813217171,65535,62200,6
3478134801,3630189911,65535,1526,6
3478134800,813217171,65535,62200,6
3478135808,813217174,65535,135,6
3478135808,813217174,65535,135,6
3478134784,1198017623,0,1525,6
3478134804,1198017616,0,1711,6
3478134802,1198017623,0,21,6
3478134815,2399461596,65535,135,6
3478134800,813217171,65535,62200,6
3478134815,813217215,65535,1717,6
3478135039,1198017619,0,32200,6
3478134807,1198017615,65535,15121,6
3478134807,813217174,0,1600,6
3478134802,1198017616,0,1540,6
3478135039,813217184,0,1525,6
3478135808,813217174,65535,135,6
3478134816,813217792,65535,1521,6
3478134801,1198017791,65535,0,1
3478135808,813217174,65535,135,6
3478134911,1197998079,65535,0,6
3478134816,813217171,0,1433,6
3478135808,813217174,65535,135,6
3478134816,813217183,0,1724,6
3478134802,2399461568,0,1700,6
3478134800,813217171,65535,62200,6
3478135808,813217174,65535,135,6
3478134807,2399461592,65535,1521,6
3478135808,813217174,65535,135,6
3478135808,813217174,65535,135,6
3478134800,813217171,65535,62200,6
3478134847,813217183,65535,1724,6
3478134802,1198017616,0,5543,6
3478134802,1198017616,65535,6789,6
3478134802,1198017620,0,1700,6
3478135808,813217174,65535,135,6
3478135296,1198017615,0,1521,6
3478134800,813217171,65535,62200,6
3478134802,1198017616,0,1540,6
3478134801,1198017616,65535,3745,6
3478134802,1198017663,65535,15121,6
3478134801,1198017619,0,2200,6
3478135808,813217174,65535,135,6
3478134800,813217171,65535,62200,6
3478135808,813217174,65535,135,6
3478134807,1198017624,65535,1712,6
3478134802,1198017616,0,5555,6
3478134815,813217023,65535,1521,6
3478134801,813217172,0,30211,6
3478134804,2399461596,0,5541,6
3478134815,1198017616,65535,1711,6
3478134784,2399461591,0,30210,6
3478135808,813217174,65535,135,6
3478134807,1198017619,0,3031,6
3478134802,3561552290,65535,61300,6
3478134802,1198017616,0,1540,6
3478134815,813217174,65535,1521,6
3478135808,813217174,65535,135,6
3478135808,813217174,65535,135,6
3478134804,1198017616,65535,1700,6
3478135808,813217174,65535,135,6
3478134802,3630189909,0,1349,6
3478134800,813217171,65535,62200,6
3478134808,813217172,65535,1521,6
3478135808,813217174,65535,135,6
3478134807,3630189907,65535,14753,6
3478134800,813217171,65535,62200,6
3478135039,1198017619,0,32200,6
3478134800,813217168,65535,32219,6
3478135808,813217174,65535,135,6
3478134804,1198017616,0,1711,6
3478134802,1198017616,0,1540,6
3478134848,2399461568,65535,0,6
3478134801,1198017618,0,5540,6
3478134784,1198017620,0,32200,6
3478134784,1198017620,0,32200,6
3478135808,813217174,65535,135,6
3478134815,1198018048,65535,5632,6
3478134802,1198017620,0,1700,6
3478134800,813217171,65535,62200,6
3478134801,2399461596,65535,1489,6
3478134802,1198017616,65535,1432,6
3478134807,1198017616,0,2121,6
3478134800,813217171,65535,62200,6
3478134801,1198017616,65535,1221,6
3478134801,1198017619,0,2200,6
3478134802,1198017619,0,2210,6
3478134804,1198017616,0,2026,6
3478135808,813217174,65535,135,6
3478134800,813217171,65535,62200,6
3478134802,2399461596,0,5555,6
3478135039,1198017619,0,32200,6
3478134800,1198017616,65535,1717,6
3478134802,1198017618,0,1300,6
3478135808,813217174,65535,135,6
3478134804,813215744,0,65535,0
3478134800,813217171,65535,62200,6
3478134807,1198017632,65535,5540,6
3478134800,813217171,65535,62200,6
3478134800,813217171,65535,62200,6
3478134800,2399461888,65535,65535,6
3478135808,813217174,65535,135,6
3478134802,1198017615,0,14753,6
3478134800,2399461592,65535,62000,6
3478134800,813217176,65535,1521,6
3478134802,1198017620,0,1700,6
3478138879,1198017599,0,5555,6
3478134800,2399461599,0,1705,6
3478134802,3630190079,0,5540,6
3478134807,2399461592,0,14753,6
3478135296,1198017615,65535,1221,6
3478134800,813217171,65535,62200,6
3478134802,1198017616,65535,1432,6
3478134799,1198016511,65535,1521,6
3478134802,1198017616,0,1540,6
3478134800,813217171,65535,62200,6
